Name 1,Name 1 Position,Name 2,Name 2 Position,Weight,Relation Type,Relation Type (Specific),Date Precise,Date General,Papyri No.,Location
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,22,Legal,Legal,548,548.0,P.Cair.Masp. 1.67116,Aphrodito
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,,Legal,Legal,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Kollouthos 41,Commoner,Psai(o)s 73,,,Legal,Legal,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Kuriakos 15,,Psai(o)s 73,,,Legal,Legal,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Pilatos 1,,Psai(o)s 73,,,Legal,Legal,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Psai(o)s 73,,Apollos 134,,,Legal Participant,Legal Participant,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Apollos 134,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Psai(o)s 73,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Apollos 134,,Psai(o)s 73,,,Legal Participant,Legal Participant,548,548.0,P.Cair.Masp. 1.67095,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Iakob 27,Religious Personnel,22,Financial,Financial,549,549.0,P.Cair.Masp. 2.67251,Antinoopolis
Menas 36,,Dioskoros 3,Aristocrat/Government Officials,59,Lease,Lease,549,549,P.Cair.Masp. 2.67129,Aphrodito
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,59,Lease,Lease,549,549,P.Cair.Masp. 2.67129,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Psai(o)s 72,,59,Lease,Lease,549,549.0,P.Cair.Masp. 2.67129,Antaiopolis
Ioannes 172,,Psai(o)s 72,,59,Lease,Lease,549,549,P.Cair.Masp. 2.67129,Aphrodito
Menas 36,,Psai(o)s 72,,59,Lease,Lease,549,549,P.Cair.Masp. 2.67129,Aphrodito
Pilatos 1,,Psai(o)s 72,,59,Lease,Lease,549,549,P.Cair.Masp. 2.67129,Aphrodito
Menas 36,,Dioskoros 3,Aristocrat/Government Officials,59,Legal,Legal,549,549.0,P.Cair.Masp. 2.67129,Aphrodito
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,22,Legal,Legal,549,549.0,P.Cair.Masp. 2.67251,Antinoopolis
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,59,Legal,Legal,549,549.0,P.Cair.Masp. 2.67129,Aphrodito
Pilatos 1,,Iakob 27,Religious Personnel,22,Legal,Legal,549,549.0,P.Cair.Masp. 2.67251,Antinoopolis
Ioannes 172,,Psai(o)s 72,,59,Legal,Legal,549,549.0,P.Cair.Masp. 2.67129,Antaiopolis
Menas 36,,Psai(o)s 72,,59,Legal,Legal,549,549.0,P.Cair.Masp. 2.67129,Aphrodito
Pilatos 1,,Psai(o)s 72,,59,Legal,Legal,549,549.0,P.Cair.Masp. 2.67129,Aphrodito
Anonymous 91,Commoner,Math(e)ias 7,Aristocrat/Government Officials,,Lease,Lease,550,550.0,SB 14.11855,Aphrodito
Phibeas 1,,Math(e)ias 7,Aristocrat/Government Officials,,Lease,Lease,550,550.0,SB 14.11855,Aphrodito
Anonymous 91,Commoner,Phibeas 1,,,Lease,Lease,550,550.0,SB 14.11855,Aphrodito
Math(e)ias 7,Aristocrat/Government Officials,Phibeas 1,,,Lease,Lease,550,550.0,SB 14.11855,Aphrodito
Ioulianos 2,,Phoibammon 1,,,Lease,Lease,550,550.0,PSI 4.283,Aphrodito
Kuros 8,,Anonymous 91,Commoner,,Legal,Legal,550,550.0,SB 14.11855,Aphrodito
Kuros 8,,Math(e)ias 7,Aristocrat/Government Officials,,Legal,Legal,550,550.0,SB 14.11855,Aphrodito
Kuros 8,,Phibeas 1,,,Legal,Legal,550,550.0,SB 14.11855,Aphrodito
Anonymous 126,Craftsman,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,551,551.0,P.Cair.Masp. 2.67184r B-v = P.Aphrod.Lit 4.6,Aphrodito
Dorotheos 11,,Dioskoros 3,Aristocrat/Government Officials,,Acquaints,Acquaints,551,551.0,P.Cair.Masp. 2.67184r B-v = P.Aphrod.Lit 4.6,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Anonymous 126,Craftsman,,Legal,Legal,551,551.0,P.Cair.Masp. 2.67184r B-v = P.Aphrod.Lit 4.6,Aphrodito
Anonymous 109,,Apollos 128,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Apollos 128,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anonymous 109,,Dioskoros 3,Aristocrat/Government Officials,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Dioskoros 3,Aristocrat/Government Officials,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Dorotheos 11,,,Legal,Legal,551,551.0,P.Cair.Masp. 2.67184r B-v = P.Aphrod.Lit 4.6,Aphrodito
Apollos 128,,Epignos 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Epignos 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Epignos 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Epignos 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Epignos 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anonymous 109,,Kallinikos 6,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Kallinikos 6,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anonymous 109,,Kuros 19,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Kuros 19,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anonymous 109,,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Apollos 128,,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Palladios 1,,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anonymous 109,,Senouthes 1,Commoner,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Ioannes 184,,Senouthes 1,Commoner,,Legal,Legal,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 31,Aristocrat/Government Officials,Anastasia 1,,,Legal Participant,Legal Participant,551,551.0,P.Cair.Masp. 1.67026,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Apollos 128,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Apollos 128,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Apollos 128,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Apollos 128,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Apollos 128,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anastasia 1,,Dioskoros 31,Aristocrat/Government Officials,,Legal Participant,Legal Participant,551,551.0,P.Cair.Masp. 1.67026,Aphrodito
Apollos 128,,Herakl(e)ios 34,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Herakl(e)ios 34,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Herakl(e)ios 34,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Herakl(e)ios 34,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Herakl(e)ios 34,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Anastasia 1,,Ioulianos 2,,,Legal Participant,Legal Participant,551,551.0,P.Cair.Masp. 1.67026,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioulianos 2,,,Legal Participant,Legal Participant,551,551,P.Cair.Masp. 1.67024r,Aphrodito
Dioskoros 31,Aristocrat/Government Officials,Ioulianos 2,,,Legal Participant,Legal Participant,551,551.0,P.Cair.Masp. 1.67026,Aphrodito
Apollos 128,,Kallinikos 6,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Kallinikos 6,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Kallinikos 6,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Kallinikos 6,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Apollos 128,,Kuros 19,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Kuros 19,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Kuros 19,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Senouthes 1,Commoner,Kuros 19,,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Apollos 128,,Senouthes 1,Commoner,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Senouthes 1,Commoner,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kallinikos 6,,Senouthes 1,Commoner,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Kuros 19,,Senouthes 1,Commoner,,Legal Participant,Legal Participant,551,,P.Cair.Masp. 1.67032 = Sei.Pap. 2.363,Aphrodito
Disokoros 3,,Theodoros 9,,,Legal Participant,Legal Participant,551,551,P.Walter 2 = P.Aphrod.Lit. 4.1,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Theodosios 16,,,Legal Participant,Legal Participant,551,551,P.Cair.Masp. 1.67024r,Aphrodito
Disokoros 3,,Theodosios 16,,,Legal Participant,Legal Participant,551,551,P.Walter 2 = P.Aphrod.Lit. 4.1,Aphrodito
Anonymous 105,,Anonymous 106,Aristocrat/Government Officials,,Political,Political,551,551.0,SB 4.7438,Aphrodito
Kuriakos 18,,Daniel 3,Commoner,,Lease,Lease,552,552.0,P.Flor. 3.285,Aphrodito
Menas 48,,Ioannes 186,,12,Lease,Lease,552,,P.Flor. 3.286,Antinoopolis
Ates 1,,Ioannes 186,,12,Legal,Legal,552,,P.Flor. 3.286,Aphrodito
Kuros 8,,Ioannes 186,,12,Legal,Legal,552,,P.Flor. 3.286,Antinoopolis
Kuros 8,,Menas 48,,12,Legal,Legal,552,,P.Flor. 3.286,Antaiopolis
Biktor 192,,Apollos 128,,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Apollos 128,,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Apollos 128,,Biktor 192,,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Biktor 192,,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Apollos 128,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Biktor 192,,Dioskoros 3,Aristocrat/Government Officials,,Legal Participant,Legal Participant,552,552.0,P.Cair.Masp. 3.67332,Aphrodito
Senouthes 27,,The Church of Holy Ama Maria,,,Acquaints,Acquaints,553,553.0,Le Muséon 106 (1993) no. 7,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Apollos 128,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Menas 50,,Apollos 128,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Pesalous 1,,Apollos 128,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Apollos 128,,Dioskoros 3,Aristocrat/Government Officials,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Menas 50,,Dioskoros 3,Aristocrat/Government Officials,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Pesalous 1,,Dioskoros 3,Aristocrat/Government Officials,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Apollos 128,,Ioulianos 2,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioulianos 2,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Apollos 128,,Menas 13,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Menas 13,,288,Financial,Financial,553,553.0,P.Lond. 5.1661,Aphrodito
Anonymous 113,,Anonymous 112,Commoner,,Fiscal,Fiscal,553,553.0,P.Lond. 5.1660,Aphrodito
Anonymous 112,Commoner,Anonymous 113,,,Fiscal,Fiscal,553,553.0,P.Lond. 5.1660,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Apollos 128,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 128,,Dioskoros 3,Aristocrat/Government Officials,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 128,,Enoch 28,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Enoch 28,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 128,,Ioannes 199,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioannes 199,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 128,,Ioulianos 2,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Ioulianos 2,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Menas 50,,Ioulianos 2,,288,Fiscal,Fiscal,553,553.0,P.Lond. 5.1661,Aphrodito
Pesalous 1,,Ioulianos 2,,288,Fiscal,Fiscal,553,553.0,P.Lond. 5.1661,Aphrodito
Menas 50,,Menas 13,,288,Fiscal,Fiscal,553,553.0,P.Lond. 5.1661,Aphrodito
Pesalous 1,,Menas 13,,288,Fiscal,Fiscal,553,553.0,P.Lond. 5.1661,Aphrodito
Apollos 128,,Petros 18,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Petros 18,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 128,,Phib 19,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phib 19,,144,Fiscal,Fiscal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
The Church of Holy Ama Maria,,Anonymous 110,Commoner,,Lease,Lease,553,553.0,Le Muséon 106 (1993) no. 7,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Menas 49,Farm worker,30,Lease,Lease,553,553.0,P.Cair.Masp. 3.67303,Antinoopolis
Biktor 188,,Apollos 128,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Apollos 128,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Apollos 128,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Eirene 4,,Biktor 195,Farm worker,,Legal,Legal,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Biktor 186,,Biktor 196,,,Legal,Legal,553,553.0,P.Cair.Masp. 1.67093,Aphrodito
Kallinikos 6,,Dau(e)id 18,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Petros 19,,Dau(e)id 18,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Pilatos 1,,Dau(e)id 18,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Constantinople
Biktor 188,,Dioskoros 3,Aristocrat/Government Officials,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Dioskoros 3,Aristocrat/Government Officials,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Kallinikos 6,,Dioskoros 3,Aristocrat/Government Officials,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Petros 19,,Dioskoros 3,Aristocrat/Government Officials,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Dioskoros 3,Aristocrat/Government Officials,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Constantinople
Enoch 25,,Eirene 4,,,Legal,Legal,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Apollos 47,Commoner,Enoch 28,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 152,,Enoch 28,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Pilatos 1,,Enoch 28,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 47,Commoner,Ioannes 199,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 152,,Ioannes 199,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Pilatos 1,,Ioannes 199,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 152,,Ioulianos 2,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 188,,Ioulianos 2,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Ioulianos 2,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Ioulianos 2,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Pilatos 1,,Ioulianos 2,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 188,,Menas 13,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Menas 13,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Menas 13,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Kallinikos 6,,Menas 49,Farm worker,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Petros 19,,Menas 49,Farm worker,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Aphrodito
Pilatos 1,,Menas 49,Farm worker,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Constantinople
Psellos 1,,Menas 49,Farm worker,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Antinoopolis
Biktor 188,,Menas 50,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Menas 50,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Menas 50,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Psai(o)s 76,,Menas 50,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Kallinikos 6,,Palos 20,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,?
Petros 19,,Palos 20,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,?
Pilatos 1,,Palos 20,,30,Legal,Legal,553,553.0,P.Cair.Masp. 3.67303,Constantinople
Biktor 188,,Pesalous 1,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Biktor 194,,Pesalous 1,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Pilatos 1,,Pesalous 1,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Psai(o)s 76,,Pesalous 1,,288,Legal,Legal,553,553.0,P.Lond. 5.1661,Aphrodito
Apollos 47,Commoner,Petros 18,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 152,,Petros 18,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Pilatos 1,,Petros 18,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Apollos 47,Commoner,Phib 19,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Biktor 152,,Phib 19,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Pilatos 1,,Phib 19,,144,Legal,Legal,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Senouthes 27,,Anonymous 110,Commoner,,Legal Participant,Legal Participant,553,553.0,Le Muséon 106 (1993) no. 7,Aphrodito
Biktor 196,,Biktor 195,Farm worker,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67093,Aphrodito
Biktor 195,Farm worker,Biktor 196,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67093,Aphrodito
Biktor 195,Farm worker,Biktor 197,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67093,Aphrodito
Biktor 196,,Biktor 197,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67093,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Dau(e)id 18,,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Antinoopolis
Palos 20,,Dau(e)id 18,,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Zmin (Panopolite)
Dau(e)id 18,,Dioskoros 3,Aristocrat/Government Officials,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Zmin (Panopolite)
Palos 20,,Dioskoros 3,Aristocrat/Government Officials,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Zmin (Panopolite)
Makarios 49,,Eirene 4,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Tkouikouis 2,Domestic Worker,Eirene 4,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Ioannes 175,Commoner,Enoch 28,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Ioannes 199,,Enoch 28,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Petros 18,,Enoch 28,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Phib 19,,Enoch 28,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Ioannes 199,,Ioannes 175,Commoner,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Petros 18,,Ioannes 175,Commoner,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Phib 19,,Ioannes 175,Commoner,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Ioannes 175,Commoner,Ioannes 199,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Petros 18,,Ioannes 199,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Phib 19,,Ioannes 199,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Ioannes 175,Commoner,Ioulianos 2,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Ioannes 199,,Ioulianos 2,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Petros 18,,Ioulianos 2,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Phib 19,,Ioulianos 2,,144,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67094,Aphrodito
Eirene 4,,Makarios 49,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Tkouikouis 2,Domestic Worker,Makarios 49,,,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 1.67092,Aphrodito
Dau(e)id 18,,Menas 49,Farm worker,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Zmin (Panopolite)
Palos 20,,Menas 49,Farm worker,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Zmin (Panopolite)
Dau(e)id 18,,Palos 20,,30,Legal Participant,Legal Participant,553,553.0,P.Cair.Masp. 3.67303,Antinoopolis
